Ins,LB.2nd.Stage,Time.LB,Avg.Time.LB,Num.Nodes,Avg.Nodes,Num.Arcs,Avg.Arcs,Time.Build.G1,Avg.Time.Build.G1,Time.Find.SP,ShortestPath.Cost,Solve optimally by Heu,Num.Ins.Opt.Heu,Kahn_Heu is feasible,Kahn_SP2 is feasible,Obj.MP,Obj.SP,Total.Time,Avg.Time,Num.LBBD.Iters,Avg.Iter,UB,currentLB,OP.Status,MP.Status,SP.Status,Gap,MP.gap,SP.gap,Total.Time.MP,Avg.T.Time.MP,Total.Time.SP,Avg.T.Time.SP,Num.SP-1.Solved,Avg.Time.MP,Avg.MP.Time,Avg.Time.SP,Avg.SP.Time,Num.Lazy1,Num.Lazy2,Num.Lazy3,Num.SP-Nogood.Cuts,Avg.Num.Lazy1,Avg.Num.Lazy2,Avg.Num.Lazy3,Avg.Num.SP-No.Cuts,Time.Solve.SP2-S2,Num.SP-S2.Solved,Avg.Time.Solve.SP-S2
10_17,1899.999914,0.014777,,673,,1618,,0,,0,20001,1,,1,0,20001,1899.999914,0.014777,,1,,21900.99991,21900.99991,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_24,2639.999995,0.019879,,2542,,8138,,0.001,,0,20003,0,,0,0,20003,2639.999613,0.515066,,1,,22642.99961,22643,1,1,1,0,0,0,0,,0.494187,,1,0,,0.494187,,0,0,25,0,0,0,25,0,0.029,3,0.009667
10_28,2539.999705,0.021737,,2542,,8138,,0.001,,0,20003,1,,1,0,20003,2539.999705,0.022737,,1,,22542.99971,22542.99971,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_29,2069.99997,0.016721,,2542,,8138,,0.001,,0,20003,1,,1,0,20003,2069.99997,0.017721,,1,,22072.99997,22072.99997,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_27,2039.999941,0.018382,,551,,1248,,0,,0,20001,1,,1,0,20001,2039.999941,0.018382,,1,,22040.99994,22040.99994,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_25,2459.999923,0.016502,,1438,,3974,,0,,0,30001,1,,0,1,30001,2459.999923,0.016502,,1,,32460.99992,32460.99992,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.013,1,0.013
10_30,1779.999912,0.014237,,1296,,3567,,0,,0,20002,1,,0,1,20002,1779.999912,0.014237,,1,,21781.99991,21781.99991,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.002,1,0.002
10_26,2389.999957,0.016694,,1446,,4009,,0.001,,0,20002,0,,0,0,20002,2389.999957,0.143584,,1,,22391.99996,22391.99996,1,1,1,0,0,0,0,,0.12589,,1,0,,0.12589,,4,1,8,0,4,1,8,0,0.004,2,0.002
15_1,3566.666272,0.022168,0.029113233,4875,13053.8,14441,47557.76667,0.003,0.012366667,0,40001,1,14,1,0,40001,3566.666272,0.025168,1.684506567,1,1.066666667,43567.66627,43567.66627,1,1,1,0,0,0,0,0.0029,0,1.640126667,0,0,0.002416667,0,1.066431667,0,0,0,0,0,0,0,0,0,0,0
15_3,3706.666508,0.030725,,6572,,20560,,0.005,,0.001,30002,0,,0,0,30002,3706.666508,1.18789,,1,,33708.66651,33708.66651,1,1,1,0,0,0,0.001,,1.151165,,1,0.001,,1.151165,,59,4,36,1,59,4,36,1,0.046,2,0.023
15_4,3639.99954,0.02298,,16365,,61069,,0.016,,0.003,30002,0,,0,0,30002,3639.99954,1.116193,,1,,33641.99954,33641.99954,1,1,1,0,0,0,0.003,,1.074213,,1,0.003,,1.074213,,36,0,19,0,36,0,19,0,0.067,2,0.0335
15_5,3533.333057,0.022577,,9248,,31498,,0.007,,0.001,30003,1,,0,1,30003,3533.333057,0.030577,,1,,33536.33306,33536.33306,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0.007,1,0.007
15_7,3573.332739,0.116928,,7776,,25675,,0.006,,0.001,30002,1,,1,0,30002,3573.332739,0.123928,,1,,33575.33274,33575.33274,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_9,3633.333167,0.022231,,9248,,31498,,0.007,,0.001,30003,0,,0,0,30003,3633.333167,0.493109,,1,,33636.33317,33636.33317,1,1,1,0,0,0,0.001,,0.462878,,1,0.001,,0.462878,,4,2,21,0,4,2,21,0,0.015,2,0.0075
15_8,2719.999879,0.01932,,13233,,47621,,0.012,,0.002,30002,0,,0,0,30002,2719.999865,0.930045,,1,,32721.99987,32721.99988,1,1,1,0,0,0,0.002,,0.896725,,1,0.002,,0.896725,,28,0,24,4,28,0,24,4,0.128,8,0.016
15_6,3579.999344,0.021533,,13538,,48913,,0.013,,0.002,30002,0,,0,0,30002,3579.999343,2.317335,,2,,33581.99934,33581.99934,1,1,1,0,0,0,0.012,,2.270802,,2,0.006,,1.135401,,69,1,40,3,34,0,20,1,0.242,9,0.026889
15_2,3453.332892,0.022806,,13920,,50376,,0.013,,0.002,30002,0,,0,0,30002,3453.332861,1.134567,,1,,33455.33286,33455.33289,1,1,1,0,0,0,0.002,,1.096761,,1,0.002,,1.096761,,125,4,19,0,125,4,19,0,0.023,1,0.023
15_10,2799.999769,0.021319,,11171,,38126,,0.009,,0.001,40001,0,,0,0,40001,2799.999769,0.982495,,1,,42800.99977,42800.99977,1,1,1,0,0,0,0.001,,0.951176,,1,0.001,,0.951176,,39,2,10,6,39,2,10,6,0.165,7,0.023571
15_16,3046.666293,0.020258,,10986,,38558,,0.009,,0.001,30003,1,,1,0,30003,3046.666293,0.030258,,1,,33049.66629,33049.66629,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_13,3526.666201,0.021709,,21902,,85683,,0.023,,0.004,20003,1,,0,1,20003,3526.666201,0.048709,,1,,23529.6662,23529.6662,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0.019,1,0.019
15_12,3593.332854,0.022094,,9987,,33768,,0.008,,0.001,30001,1,,1,0,30001,3593.332854,0.031094,,1,,33594.33285,33594.33285,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_14,3593.333393,0.023759,,21902,,85683,,0.024,,0.005,20003,0,,0,0,20003,3593.333369,0.62305,,1,,23596.33337,23596.33339,1,1,1,0,0,0,0.005,,0.570291,,1,0.005,,0.570291,,20,0,6,0,20,0,6,0,0.026,2,0.013
15_19,3659.999879,0.022062,,8120,,26282,,0.006,,0.001,30001,0,,0,0,30001,3659.999879,1.177671,,1,,33660.99988,33660.99988,1,1,1,0,0,0,0.001,,1.148609,,1,0.001,,1.148609,,57,1,30,0,57,1,30,0,0.04,2,0.02
15_11,3773.332977,0.041523,,8765,,28664,,0.007,,0.001,30001,0,,0,0,30001,3773.332974,1.717837,,1,,33774.33297,33774.33298,1,1,1,0,0,0,0.001,,1.668314,,1,0.001,,1.668314,,86,3,22,1,86,3,22,1,0.084,6,0.014
15_17,3479.999647,0.023401,,17641,,66535,,0.018,,0.003,30002,1,,1,0,30002,3479.999647,0.044401,,1,,33481.99965,33481.99965,1,1,1,0,0,0,0.003,,0,,0,0.003,,0,,0,0,0,0,0,0,0,0,0,0,0
15_15,3553.333183,0.022785,,15513,,57547,,0.016,,0.003,30002,0,,0,0,30002,3553.333183,1.551679,,1,,33555.33318,33555.33318,1,1,1,0,0,0,0.003,,1.509894,,1,0.003,,1.509894,,148,0,30,2,148,0,30,2,0.115,5,0.023
15_18,3826.666146,0.025357,,6693,,21088,,0.007,,0,30002,1,,0,1,30002,3826.666146,0.032357,,1,,33828.66615,33828.66615,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.022,1,0.022
15_20,3639.999492,0.021185,,17596,,66395,,0.018,,0.003,30002,0,,0,0,30002,3639.99945,32.207083,,2,,33641.99945,33641.99949,1,1,1,0,0,0,0.017,,32.150898,,2,0.0085,,16.075449,,1444,7,493,936,722,3,246,468,22.051,948,0.023261
15_27,3479.999731,0.02199,,6252,,19767,,0.004,,0.001,30002,1,,1,0,30002,3479.999731,0.02699,,1,,33481.99973,33481.99973,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_22,3826.666344,0.024384,,21902,,85683,,0.023,,0.004,20003,1,,0,1,20003,3826.666344,0.051384,,1,,23829.66634,23829.66634,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0.008,1,0.008
15_25,3599.999581,0.023099,,21902,,85683,,0.024,,0.005,20003,0,,0,0,20003,3599.999581,0.512375,,1,,23602.99958,23602.99958,1,1,1,0,0,0,0.005,,0.460276,,1,0.005,,0.460276,,9,0,5,0,9,0,5,0,0.01,1,0.01
15_21,3486.666375,0.020864,,17663,,66658,,0.018,,0.003,30002,0,,0,0,30002,3486.666362,1.106461,,1,,33488.66636,33488.66638,1,1,1,0,0,0,0.003,,1.064597,,1,0.003,,1.064597,,23,1,15,2,23,1,15,2,0.122,4,0.0305
15_28,3773.333061,0.106429,,9565,,32044,,0.007,,0.001,30001,0,,0,0,30001,3773.333044,1.449394,,1,,33774.33304,33774.33306,1,1,1,0,0,0,0.001,,1.334965,,1,0.001,,1.334965,,59,5,191,2,59,5,191,2,0.071,4,0.01775
15_24,3493.333057,0.019873,,21793,,85191,,0.023,,0.005,30002,0,,0,0,30002,3493.333057,1.440109,,1,,33495.33306,33495.33306,1,1,1,0,0,0,0.005,,1.392236,,1,0.005,,1.392236,,9,2,25,1,9,2,25,1,0.105,3,0.035
15_26,2886.666441,0.018647,,7871,,25159,,0.006,,0.001,30001,1,,1,0,30001,2886.666441,0.025647,,1,,32887.66644,32887.66644,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_30,2773.332997,0.02169,,13399,,48323,,0.012,,0.002,30002,1,,1,0,30002,2773.332997,0.03569,,1,,32775.333,32775.333,1,1,1,0,0,0,0.002,,0,,0,0.002,,0,,0,0,0,0,0,0,0,0,0,0,0
15_29,2639.999773,0.017489,,4423,,13054,,0.003,,0,30002,1,,1,0,30002,2639.999773,0.020489,,1,,32641.99977,32641.99977,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
15_23,3779.999675,0.032212,,21793,,85191,,0.024,,0.005,30002,1,,0,1,30002,3779.999675,0.061212,,1,,33781.99968,33781.99968,1,1,1,0,0,0,0.005,,0,,0,0.005,,0,,0,0,0,0,0,0,0,0,0.008,1,0.008
20_2,4859.999792,0.031857,0.040175567,93429,64928.33333,395841,263655.4333,0.127,0.080666667,0.056,40001,0,6,0,0,40001,4859.999788,1.78289,37.96987453,1,1.866666667,44860.99979,44860.99979,1,1,1,0,0,0,0.056,12.92883333,1.568033,24.92019897,1,0.056,2.565360733,1.568033,6.532330467,28,0,31,0,28,0,31,0,0.039,1,0.039
20_1,4759.999572,0.038908,,75570,,312206,,0.095,,0.025,40001,0,,0,0,40001,4759.999809,14.077776,,2,,44760.99981,44760.99957,1,1,1,0,0,0,0.125,,13.818868,,2,0.0625,,6.909434,,2503,7,202,11,1251,3,101,5,0.988,20,0.0494
20_5,4859.999664,0.032272,,44946,,172498,,0.051,,0.022,40002,1,,1,0,40002,4859.999664,0.105272,,1,,44861.99966,44861.99966,1,1,1,0,0,0,0.022,,0,,0,0.022,,0,,0,0,0,0,0,0,0,0,0,0,0
20_10,5039.999528,0.040144,,52340,,206346,,0.061,,0.016,40003,0,,0,0,40003,5039.999498,1.95666,,1,,45042.9995,45042.99953,1,1,1,0,0,0,0.016,,1.839516,,1,0.016,,1.839516,,27,1,28,0,27,1,28,0,0.082,3,0.027333
20_6,4859.999491,0.032597,,93914,,398182,,0.126,,0.029,50001,1,,0,1,50001,4859.999491,0.187597,,1,,54860.99949,54860.99949,1,1,1,0,0,0,0.029,,0,,0,0.029,,0,,0,0,0,0,0,0,0,0,0.032,1,0.032
20_7,4939.999686,0.039277,,40290,,155710,,0.045,,0.019,30003,0,,0,0,30003,4939.999679,3.932868,,2,,34942.99968,34942.99969,1,1,1,0,0,0,0.059,,3.789591,,2,0.0295,,1.894795,,38,0,11,4,19,0,5,2,0.236,7,0.033714
20_9,4759.999959,0.047117,,51502,,202926,,0.059,,0.016,40002,0,,0,0,40002,4759.999959,3.999963,,2,,44761.99996,44761.99996,1,1,1,0,0,0,0.074,,3.819846,,2,0.037,,1.909923,,533,3,164,3,266,1,82,1,0.202,6,0.033667
20_8,4899.99997,0.03944,,87747,,368876,,0.118,,0.054,50001,0,,0,0,50001,4899.99997,8.551636,,1,,54900.99997,54900.99997,1,1,1,0,0,0,0.054,,8.340196,,1,0.054,,8.340196,,2066,5,124,7,2066,5,124,7,0.442,10,0.0442
20_4,4899.999557,0.04579,,86061,,360979,,0.111,,0.028,40001,0,,0,0,40001,4899.999545,66.777357,,5,,44900.99955,44900.99956,1,1,1,0,0,0,26.902,,39.718567,,5,5.3804,,7.943713,,7067,14,556,24,1413,2,111,4,1.448,37,0.039135
20_18,4240.000072,0.025608,,65324,,263362,,0.082,,0.039,40001,0,,0,0,40001,4239.999834,1.025664,,1,,44240.99983,44241.00007,1,1,1,0,0,0,0.039,,0.879056,,1,0.039,,0.879056,,20,0,10,2,20,0,10,2,0.077,3,0.025667
20_11,5099.999367,0.034736,,25160,,87003,,0.023,,0.005,40001,1,,0,1,40001,5099.999367,0.062736,,1,,45100.99937,45100.99937,1,1,1,0,0,0,0.005,,0,,0,0.005,,0,,0,0,0,0,0,0,0,0,0.019,1,0.019
20_17,4699.999563,0.026436,,65539,,264768,,0.08,,0.024,50001,0,,0,0,50001,4699.999563,2.958065,,1,,54700.99956,54700.99956,1,1,1,0,0,0,0.024,,2.827629,,1,0.024,,2.827629,,229,2,106,0,229,2,106,0,0.087,2,0.0435
20_16,4919.999527,0.036894,,43535,,161418,,0.045,,0.014,40001,0,,0,0,40001,4919.999527,2.026646,,1,,44920.99953,44920.99953,1,1,1,0,0,0,0.014,,1.930752,,1,0.014,,1.930752,,45,0,4,2,45,0,4,2,0.116,3,0.038667
20_20,4830.000135,0.037469,,98999,,421824,,0.133,,0.032,50001,0,,0,0,50001,4830.000099,2.766003,,1,,54831.0001,54831.00014,1,1,1,0,0,0,0.032,,2.563534,,1,0.032,,2.563534,,30,2,46,5,30,2,46,5,0.245,7,0.035
20_13,4719.999723,0.030691,,41229,,151134,,0.045,,0.019,40001,0,,0,0,40001,4719.999723,5.550379,,1,,44720.99972,44720.99972,1,1,1,0,0,0,0.019,,5.455688,,1,0.019,,5.455688,,179,2,170,38,179,2,170,38,2.203,39,0.056487
20_15,4880.000042,0.060781,,43836,,167841,,0.049,,0.02,40002,0,,0,0,40002,4880.000026,8.199744,,2,,44882.00003,44882.00004,1,1,1,0,0,0,0.065,,8.024963,,2,0.0325,,4.012482,,308,11,126,4,154,5,63,2,0.615,13,0.047308
20_12,4699.99969,0.029621,,38595,,145300,,0.041,,0.011,40002,0,,0,0,40002,4699.99969,5.216567,,1,,44701.99969,44701.99969,1,1,1,0,0,0,0.011,,5.134946,,1,0.011,,5.134946,,1100,8,222,6,1100,8,222,6,0.444,7,0.063429
20_14,4700.000156,0.039563,,75570,,312206,,0.097,,0.043,40001,0,,0,0,40001,4700.000156,29.630062,,5,,44701.00016,44701.00016,1,1,1,0,0,0,11.681,,17.812499,,5,2.3362,,3.5625,,1836,7,254,45,367,1,50,9,3.309,58,0.057052
20_19,4599.999863,0.036765,,70063,,284537,,0.086,,0.024,40001,0,,0,0,40002,4599.999863,33.324464,,9,,44601.99986,44601.99986,1,1,1,0,0,0,13.547,,19.654699,,9,1.505222,,2.183855,,4591,22,671,10,510,2,74,1,0.635,19,0.033421
20_3,4859.999792,0.031725,,66209,,267345,,0.082,,0.02,40001,0,,0,0,40001,4859.999792,919.759368,,5,,44860.99979,44860.99979,1,1,1,0,0,0,334.67,,584.975643,,5,66.934,,116.995129,,54851,16,426,49,10970,3,85,9,2.272,60,0.037867
20_21,4849.999778,0.037059,,76730,,315218,,0.099,,0.048,50001,1,,0,1,50001,4849.999778,0.184059,,1,,54850.99978,54850.99978,1,1,1,0,0,0,0.048,,0,,0,0.048,,0,,0,0,0,0,0,0,0,0,0.02,1,0.02
20_27,4739.999817,0.028575,,39462,,144135,,0.041,,0.012,40001,0,,0,0,40001,4739.999817,1.015973,,1,,44740.99982,44740.99982,1,1,1,0,0,0,0.012,,0.934398,,1,0.012,,0.934398,,3,1,2,0,3,1,2,0,0.032,1,0.032
20_24,4779.999614,0.158698,,79832,,329161,,0.105,,0.025,40001,1,,0,1,40001,4779.999614,0.288698,,1,,44780.99961,44780.99961,1,1,1,0,0,0,0.025,,0,,0,0.025,,0,,0,0,0,0,0,0,0,0,0.031,1,0.031
20_23,4699.999991,0.026269,,86061,,360979,,0.111,,0.028,40001,0,,0,0,40001,4699.999971,1.829764,,1,,44700.99997,44700.99999,1,1,1,0,0,0,0.028,,1.664495,,1,0.028,,1.664495,,24,0,27,4,24,0,27,4,0.142,5,0.0284
20_22,4719.999852,0.036296,,70486,,287463,,0.087,,0.026,50001,1,,0,1,50001,4719.999852,0.149296,,1,,54720.99985,54720.99985,1,1,1,0,0,0,0.026,,0,,0,0.026,,0,,0,0,0,0,0,0,0,0,0.019,1,0.019
20_30,4859.999763,0.036797,,50251,,194986,,0.058,,0.015,40002,0,,0,0,40002,4859.999736,2.085878,,1,,44861.99974,44861.99976,1,1,1,0,0,0,0.015,,1.976081,,1,0.015,,1.976081,,46,3,26,6,46,3,26,6,0.271,7,0.038714
20_25,5099.999619,0.038111,,70069,,288800,,0.088,,0.035,30003,0,,0,0,30003,5099.999619,3.612533,,1,,35102.99962,35102.99962,1,1,1,0,0,0,0.035,,3.451422,,1,0.035,,3.451422,,21,3,22,0,21,3,22,0,0.123,3,0.041
20_29,4779.999906,0.042544,,85328,,357462,,0.11,,0.027,40001,0,,0,0,40001,4779.999905,4.411008,,2,,44780.99991,44780.99991,1,1,1,0,0,0,0.156,,4.102464,,2,0.078,,2.051232,,251,2,46,1,125,1,23,0,0.11,3,0.036667
20_28,4719.999937,0.027387,,31785,,114156,,0.033,,0.011,40003,0,,0,0,40003,4719.999937,6.865343,,2,,44722.99994,44722.99994,1,1,1,0,0,0,0.041,,6.763956,,2,0.0205,,3.381978,,254,3,103,13,127,1,51,6,1.523,18,0.084611
20_26,4899.999845,0.03584,,97988,,417001,,0.132,,0.035,40001,0,,0,0,40001,4899.999845,6.761967,,1,,44900.99985,44900.99985,1,1,1,0,0,0,0.035,,6.559127,,1,0.035,,6.559127,,510,8,156,72,510,8,156,72,2.766,73,0.03789
25_2,5903.999868,0.034501,0.036576433,56462,215340.6333,199508,931978.0333,0.059,0.312933333,0.019,50001,1,8,0,1,50001,5903.999868,0.112501,169.3862771,1,12.1,55904.99987,55904.99987,1,1,1,0,0,0,0.019,81.94916667,0,87.08760067,0,0.019,0.7958083,0,5.915117267,0,0,0,0,0,0,0,0,0.042,1,0.042
25_9,6039.99932,0.037083,,214001,,923642,,0.303,,0.077,50002,1,,1,0,50002,6039.99932,0.417083,,1,,56041.99932,56041.99932,1,1,1,0,0,0,0.077,,0,,0,0.077,,0,,0,0,0,0,0,0,0,0,0,0,0
25_5,5955.999348,0.035707,,297481,,1325385,,0.458,,0.102,50002,1,,1,0,50002,5955.999348,0.595707,,1,,55957.99935,55957.99935,1,1,1,0,0,0,0.102,,0,,0,0.102,,0,,0,0,0,0,0,0,0,0,0,0,0
25_4,6131.998727,0.034252,,215560,,930789,,0.313,,0.08,50002,1,,0,1,50002,6131.998727,0.427252,,1,,56133.99873,56133.99873,1,1,1,0,0,0,0.08,,0,,0,0.08,,0,,0,0,0,0,0,0,0,0,0.055,1,0.055
25_6,5899.999335,0.032722,,152783,,644008,,0.199,,0.057,40002,0,,0,0,40002,5899.999335,3.552381,,1,,45901.99934,45901.99934,1,1,1,0,0,0,0.057,,3.263659,,1,0.057,,3.263659,,36,2,44,0,36,2,44,0,0.095,1,0.095
25_7,5928.000167,0.033028,,274211,,1210538,,0.42,,0.101,50002,0,,0,0,50002,5928.000167,5.327395,,1,,55930.00017,55930.00017,1,1,1,0,0,0,0.101,,4.773367,,1,0.101,,4.773367,,492,0,13,4,492,0,13,4,0.724,5,0.1448
25_3,6239.999257,0.031963,,300459,,1336063,,0.468,,0.106,50001,0,,0,0,50001,6239.999233,3.145012,,1,,56240.99923,56240.99926,1,1,1,0,0,0,0.106,,2.539049,,1,0.106,,2.539049,,18,0,7,0,18,0,7,0,0.139,1,0.139
25_8,6215.99988,0.044497,,279377,,1236763,,0.426,,0.097,60001,0,,0,0,60001,6215.99988,3.870058,,1,,66216.99988,66216.99988,1,1,1,0,0,0,0.097,,3.302561,,1,0.097,,3.302561,,15,0,18,0,15,0,18,0,0.059,1,0.059
25_1,6091.999369,0.033765,,173866,,740000,,0.24,,0.067,50002,0,,0,0,50002,6091.999359,162.654057,,9,,56093.99936,56093.99937,1,1,1,0,0,0,70.793,,91.587292,,9,7.865889,,10.176366,,6248,28,1283,70,694,3,142,7,8.926,91,0.098088
