Ins,LB.2nd.Stage,Time.LB,Avg.Time.LB,Num.Nodes,Avg.Nodes,Num.Arcs,Avg.Arcs,Time.Build.G1,Avg.Time.Build.G1,Time.Find.SP,ShortestPath.Cost,Solve optimally by Heu,Num.Ins.Opt.Heu,Kahn_Heu is feasible,Kahn_SP2 is feasible,Obj.MP,Obj.SP,Tota.Cost,Avg.Cost,Total.Time,Avg.Time,Num.LBBD.Iters,Avg.Iter,UB,currentLB,OP.Status,MP.Status,SP.Status,Gap,MP.gap,SP.gap,Total.Time.MP,Avg.T.Time.MP,Total.Time.SP,Avg.T.Time.SP,Num.SP-1.Solved,Avg.Time.MP,Avg.MP.Time,Avg.Time.SP,Avg.SP.Time,Num.Lazy1,Num.Lazy2,Num.Lazy3,Num.SP-Nogood.Cuts,Avg.Num.Lazy1,Avg.Num.Lazy2,Avg.Num.Lazy3,Avg.Num.SP-No.Cuts,Time.Solve.SP2-S2,Num.SP-S2.Solved,Avg.Time.Solve.SP-S2
10_2,1599.99997,0.011097,0.0112687,1296,2742.233333,3567,9784.433333,0,0.002033333,0,20002,1,29,1,0,20002,1599.99997,21601.99997,36848.93332,0.011097,0.014869367,1,1,21601.99997,21601.99997,1,1,1,0,0,0,0,3.33E-05,0,0.001534,0,0,3.33E-05,0,0.001534,0,0,0,0,0,0,0,0,0,0,0
10_1,1559.99987,0.010883,,1966,,6156,,0.001,,0,30002,1,,1,0,30002,1559.99987,31561.99987,,0.011883,,1,,31561.99987,31561.99987,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_10,1630.000019,0.012431,,7652,,33210,,0.008,,0.001,40005,1,,1,0,40005,1630.000019,41635.00002,,0.021431,,1,,41635.00002,41635.00002,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
10_12,1519.999863,0.010826,,2512,,8626,,0.002,,0,40002,1,,1,0,40002,1519.999863,41521.99986,,0.012826,,1,,41521.99986,41521.99986,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_5,1479.999951,0.010291,,2712,,9535,,0.002,,0,40002,1,,0,1,40002,1479.999951,41481.99995,,0.012291,,1,,41481.99995,41481.99995,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.002,1,0.002
10_9,1520.000008,0.009268,,1662,,5072,,0.001,,0,30002,1,,1,0,30002,1520.000008,31522.00001,,0.010268,,1,,31522.00001,31522.00001,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_11,1469.999966,0.011422,,1934,,5826,,0.001,,0,20003,0,,0,0,20003,1469.999966,21472.99997,,0.058442,,1,,21472.99997,21472.99997,1,1,1,0,0,0,0,,0.04602,,1,0,,0.04602,,5,1,3,0,5,1,3,0,0.004,2,0.002
10_6,750.000036,0.008422,,2712,,9535,,0.002,,0,40002,1,,1,0,40002,750.000036,40752.00004,,0.010422,,1,,40752.00004,40752.00004,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_3,1630.000019,0.020472,,3909,,14796,,0.003,,0,40003,1,,1,0,40003,1630.000019,41633.00002,,0.023472,,1,,41633.00002,41633.00002,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_8,1479.999927,0.009539,,1662,,5072,,0.001,,0,30002,1,,1,0,30002,1479.999927,31481.99993,,0.010539,,1,,31481.99993,31481.99993,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_7,1630.000019,0.011221,,1390,,4318,,0.001,,0,40001,1,,1,0,40001,1630.000019,41631.00002,,0.012221,,1,,41631.00002,41631.00002,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_4,1479.999951,0.01141,,1677,,4824,,0.001,,0,20002,1,,1,0,20002,1479.999951,21481.99995,,0.01241,,1,,21481.99995,21481.99995,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_13,1479.999927,0.008992,,4096,,15522,,0.003,,0,40003,1,,0,1,40003,1479.999927,41482.99993,,0.011992,,1,,41482.99993,41482.99993,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.002,1,0.002
10_14,1529.999955,0.01217,,2823,,9602,,0.002,,0,30003,1,,1,0,30003,1529.999955,31532.99996,,0.01417,,1,,31532.99996,31532.99996,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_18,1469.999966,0.010525,,2851,,10029,,0.002,,0,40002,1,,1,0,40002,1469.999966,41471.99997,,0.012525,,1,,41471.99997,41471.99997,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_22,1559.999785,0.011056,,4186,,15958,,0.004,,0,40003,1,,0,1,40003,1559.999785,41562.99979,,0.015056,,1,,41562.99979,41562.99979,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.002,1,0.002
10_17,1479.999951,0.011111,,3909,,14796,,0.003,,0,40003,1,,1,0,40003,1479.999951,41482.99995,,0.014111,,1,,41482.99995,41482.99995,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_20,1600.000101,0.009086,,2036,,6436,,0.001,,0,30002,1,,1,0,30002,1600.000101,31602.0001,,0.010086,,1,,31602.0001,31602.0001,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_19,1599.99997,0.010854,,1896,,6072,,0.001,,0,40001,1,,1,0,40001,1599.99997,41600.99997,,0.011854,,1,,41600.99997,41600.99997,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_15,1520.000038,0.011258,,2635,,9052,,0.003,,0,40002,1,,1,0,40002,1520.000038,41522.00004,,0.014258,,1,,41522.00004,41522.00004,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_21,1630.000019,0.01133,,3613,,13388,,0.003,,0,40003,1,,1,0,40003,1630.000019,41633.00002,,0.01433,,1,,41633.00002,41633.00002,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_16,1600.000101,0.015049,,2712,,9535,,0.002,,0,40002,1,,1,0,40002,1600.000101,41602.0001,,0.017049,,1,,41602.0001,41602.0001,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_23,1520.000038,0.009384,,1567,,4988,,0.001,,0,40001,1,,1,0,40001,1520.000038,41521.00004,,0.010384,,1,,41521.00004,41521.00004,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_25,1490.000063,0.009625,,1889,,5924,,0.001,,0,30002,1,,1,0,30002,1490.000063,31492.00006,,0.010625,,1,,31492.00006,31492.00006,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_29,1490.000063,0.009251,,2712,,9535,,0.002,,0,40002,1,,1,0,40002,1490.000063,41492.00006,,0.011251,,1,,41492.00006,41492.00006,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_27,1469.999966,0.012467,,1301,,4000,,0.001,,0,40001,1,,1,0,40001,1469.999966,41470.99997,,0.013467,,1,,41470.99997,41470.99997,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_28,1639.999995,0.009239,,4096,,15522,,0.003,,0,40003,1,,0,1,40003,1639.999995,41643,,0.012239,,1,,41643,41643,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.002,1,0.002
10_24,1470.000015,0.009748,,1293,,3718,,0,,0,30001,1,,0,1,30001,1470.000015,31471.00002,,0.009748,,1,,31471.00002,31471.00002,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.002,1,0.002
10_30,1630.000019,0.01147,,1966,,6156,,0.001,,0,30002,1,,1,0,30002,1630.000019,31632.00002,,0.01247,,1,,31632.00002,31632.00002,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_26,1470.000044,0.018164,,5602,,22763,,0.005,,0,40004,1,,1,0,40004,1470.000044,41474.00004,,0.023164,,1,,41474.00004,41474.00004,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
15_2,2253.333169,0.01132,0.0130658,21460,38904.76667,92737,182175.1,0.025,0.053833333,0.005,40003,1,21,1,0,40003,2253.333169,42256.33317,40636.31099,0.04132,0.2608673,1,1.133333333,42256.33317,42256.33317,1,1,1,0,0,0,0.005,0.039966667,0,0.1540015,0,0.005,0.0220111,0,0.111075533,0,0,0,0,0,0,0,0,0,0,0
15_1,2279.999822,0.012539,,37229,,170347,,0.05,,0.013,40003,1,,1,0,40003,2279.999822,42282.99982,,0.075539,,1,,42282.99982,42282.99982,1,1,1,0,0,0,0.013,,0,,0,0.013,,0,,0,0,0,0,0,0,0,0,0,0,0
15_5,2279.999822,0.013002,,60190,,297910,,0.089,,0.02,40004,0,,0,0,40004,2279.999822,42283.99982,,0.234943,,1,,42283.99982,42283.99982,1,1,1,0,0,0,0.02,,0.112941,,1,0.02,,0.112941,,22,1,5,0,22,1,5,0,0.007,1,0.007
15_3,2439.999872,0.011881,,19954,,80053,,0.022,,0.004,30003,1,,0,1,30003,2439.999872,32442.99987,,0.037881,,1,,32442.99987,32442.99987,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0.008,1,0.008
15_4,2279.999909,0.011467,,31927,,142659,,0.041,,0.01,50002,1,,0,1,50002,2279.999909,52281.99991,,0.062467,,1,,52281.99991,52281.99991,1,1,1,0,0,0,0.01,,0,,0,0.01,,0,,0,0,0,0,0,0,0,0,0.007,1,0.007
15_6,2286.666551,0.012712,,47534,,221391,,0.063,,0.015,30004,0,,0,0,30004,2286.666551,32290.66655,,0.389742,,1,,32290.66655,32290.66655,1,1,1,0,0,0,0.015,,0.29903,,1,0.015,,0.29903,,20,5,6,0,20,5,6,0,0.035,1,0.035
15_10,2279.999909,0.011597,,61688,,306972,,0.094,,0.02,40004,1,,0,1,40004,2279.999909,42283.99991,,0.125597,,1,,42283.99991,42283.99991,1,1,1,0,0,0,0.02,,0,,0,0.02,,0,,0,0,0,0,0,0,0,0,0.007,1,0.007
15_7,2239.999905,0.017625,,28627,,127291,,0.036,,0.009,40003,1,,1,0,40003,2239.999905,42242.99991,,0.062625,,1,,42242.99991,42242.99991,1,1,1,0,0,0,0.009,,0,,0,0.009,,0,,0,0,0,0,0,0,0,0,0,0,0
15_9,2253.333253,0.012044,,38654,,177231,,0.053,,0.018,40003,0,,0,0,40003,2253.333253,42256.33325,,0.857476,,1,,42256.33325,42256.33325,1,1,1,0,0,0,0.018,,0.774432,,1,0.018,,0.774432,,11,3,36,7,11,3,36,7,0.15,8,0.01875
15_8,2439.999872,0.011763,,20772,,84054,,0.023,,0.004,30003,1,,1,0,30003,2439.999872,32442.99987,,0.038763,,1,,32442.99987,32442.99987,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0,0,0
15_12,2186.666638,0.01237,,37653,,172723,,0.049,,0.011,40003,1,,1,0,40003,2186.666638,42189.66664,,0.07237,,1,,42189.66664,42189.66664,1,1,1,0,0,0,0.011,,0,,0,0.011,,0,,0,0,0,0,0,0,0,0,0,0,0
15_11,2306.666443,0.015562,,17113,,67719,,0.018,,0.003,40002,1,,0,1,40002,2306.666443,42308.66644,,0.036562,,1,,42308.66644,42308.66644,1,1,1,0,0,0,0.003,,0,,0,0.003,,0,,0,0,0,0,0,0,0,0,0.007,1,0.007
15_14,2253.333169,0.011298,,37653,,172723,,0.05,,0.012,40003,0,,0,0,40003,2253.333169,42256.33317,,0.324478,,1,,42256.33317,42256.33317,1,1,1,0,0,0,0.012,,0.25118,,1,0.012,,0.25118,,46,1,13,1,46,1,13,1,0.04,3,0.013333
15_17,2280.000076,0.012612,,43539,,206233,,0.061,,0.015,40004,1,,1,0,40004,2280.000076,42284.00008,,0.088612,,1,,42284.00008,42284.00008,1,1,1,0,0,0,0.015,,0,,0,0.015,,0,,0,0,0,0,0,0,0,0,0,0,0
15_22,2253.333253,0.01189,,66030,,332129,,0.1,,0.023,40004,1,,1,0,40004,2253.333253,42257.33325,,0.13489,,1,,42257.33325,42257.33325,1,1,1,0,0,0,0.023,,0,,0,0.023,,0,,0,0,0,0,0,0,0,0,0,0,0
15_16,2266.666734,0.011844,,59107,,293156,,0.091,,0.028,40004,0,,0,0,40004,2266.666734,42270.66673,,0.570171,,1,,42270.66673,42270.66673,1,1,1,0,0,0,0.028,,0.439327,,1,0.028,,0.439327,,45,1,25,1,45,1,25,1,0.081,2,0.0405
15_15,2239.999905,0.011128,,43012,,201421,,0.06,,0.017,40003,0,,0,0,40003,2239.999905,42242.99991,,0.566988,,2,,42242.99991,42242.99991,1,1,1,0,0,0,0.065,,0.43086,,2,0.0325,,0.21543,,64,0,17,0,32,0,8,0,0.028,2,0.014
15_20,2339.999938,0.0117,,38654,,177231,,0.052,,0.013,40003,1,,1,0,40003,2339.999938,42342.99994,,0.0767,,1,,42342.99994,42342.99994,1,1,1,0,0,0,0.013,,0,,0,0.013,,0,,0,0,0,0,0,0,0,0,0,0,0
15_13,2279.999909,0.011981,,41101,,187009,,0.055,,0.014,30004,0,,0,0,30004,2279.999897,32283.9999,,0.224187,,1,,32283.9999,32283.99991,1,1,1,0,0,0,0.014,,0.143206,,1,0.014,,0.143206,,17,0,5,0,17,0,5,0,0.014,2,0.007
15_21,2386.666641,0.013097,,44303,,207443,,0.062,,0.015,40003,1,,0,1,40003,2386.666641,42389.66664,,0.090097,,1,,42389.66664,42389.66664,1,1,1,0,0,0,0.015,,0,,0,0.015,,0,,0,0,0,0,0,0,0,0,0.019,1,0.019
15_18,2499.999559,0.012736,,49174,,236962,,0.073,,0.017,40004,0,,0,0,40004,2499.999559,42503.99956,,0.512544,,1,,42503.99956,42503.99956,1,1,1,0,0,0,0.017,,0.409808,,1,0.017,,0.409808,,126,2,17,0,126,2,17,0,0.019,1,0.019
15_19,2253.333253,0.011892,,15223,,61500,,0.016,,0.003,40002,1,,1,0,40002,2253.333253,42255.33325,,0.030892,,1,,42255.33325,42255.33325,1,1,1,0,0,0,0.003,,0,,0,0.003,,0,,0,0,0,0,0,0,0,0,0,0,0
15_29,2426.666433,0.011621,,41210,,196413,,0.058,,0.014,40004,1,,1,0,40004,2426.666433,42430.66643,,0.083621,,1,,42430.66643,42430.66643,1,1,1,0,0,0,0.014,,0,,0,0.014,,0,,0,0,0,0,0,0,0,0,0,0,0
15_30,2279.999909,0.013089,,6853,,22658,,0.005,,0.001,30001,0,,0,0,30001,2279.999909,32280.99991,,1.865399,,3,,32280.99991,32280.99991,1,1,1,0,0,0,0.691,,1.15631,,3,0.230333,,0.385437,,276,1,55,3,92,0,18,1,0.14,8,0.0175
15_26,2186.666638,0.011892,,52336,,255283,,0.078,,0.027,40004,1,,0,1,40004,2186.666638,42190.66664,,0.783843,,2,,42190.66664,42190.66664,1,1,1,0,0,0,0.091,,0.602951,,1,0.0455,,0.301475,,199,0,4,1,99,0,2,0,0.062,3,0.020667
15_23,2273.333168,0.012751,,54216,,264861,,0.08,,0.019,50003,1,,1,0,50003,2273.333168,52276.33317,,0.111751,,1,,52276.33317,52276.33317,1,1,1,0,0,0,0.019,,0,,0,0.019,,0,,0,0,0,0,0,0,0,0,0,0,0
15_28,2499.999559,0.012127,,20799,,84786,,0.024,,0.005,30003,1,,1,0,30003,2499.999559,32502.99956,,0.041127,,1,,32502.99956,32502.99956,1,1,1,0,0,0,0.005,,0,,0,0.005,,0,,0,0,0,0,0,0,0,0,0,0,0
15_25,2253.333223,0.012391,,44303,,207443,,0.061,,0.016,40003,1,,1,0,40003,2253.333223,42256.33322,,0.089391,,1,,42256.33322,42256.33322,1,1,1,0,0,0,0.016,,0,,0,0.016,,0,,0,0,0,0,0,0,0,0,0,0,0
15_27,2266.666734,0.011224,,20799,,84786,,0.023,,0.004,30003,1,,0,1,30003,2266.666734,32269.66673,,0.038224,,1,,32269.66673,32269.66673,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0.007,1,0.007
