Ins,LB.2nd.Stage,Time.LB,Avg.Time.LB,Num.Nodes,Avg.Nodes,Num.Arcs,Avg.Arcs,Time.Build.G1,Avg.Time.Build.G1,Time.Find.SP,ShortestPath.Cost,Solve optimally by Heu,Num.Ins.Opt.Heu,Kahn_Heu is feasible,Kahn_SP2 is feasible,Obj.MP,Obj.SP,Total.Cost,Avg.Cost,Total.Time,Avg.Time,Num.LBBD.Iters,Avg.Iter,UB,currentLB,OP.Status,MP.Status,SP.Status,Gap,MP.gap,SP.gap,Total.Time.MP,Avg.T.Time.MP,Total.Time.SP,Avg.T.Time.SP,Num.SP-1.Solved,Avg.Time.MP,Avg.MP.Time,Avg.Time.SP,Avg.SP.Time,Num.Lazy1,Num.Lazy2,Num.Lazy3,Num.SP-Nogood.Cuts,Avg.Num.Lazy1,Avg.Num.Lazy2,Avg.Num.Lazy3,Avg.Num.SP-No.Cuts,Time.Solve.SP2-S2,Num.SP-S2.Solved,Avg.Time.Solve.SP-S2
10_24,1469.999915,0.008688,,1468,,4077,,0.001,,0,20002,1,,1,0,20002,1469.999915,21471.99992,,0.009688,,1,,21471.99992,21471.99992,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_20,1609.999961,0.010572,,1446,,4009,,0.001,,0,20002,1,,1,0,20002,1609.999961,21611.99996,,0.011572,,1,,21611.99996,21611.99996,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_27,1489.999895,0.009878,,1409,,3915,,0.001,,0,20002,1,,0,1,20002,1489.999895,21491.9999,,0.010878,,1,,21491.9999,21491.9999,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.013,1,0.013
10_21,1599.99997,0.013657,,1580,,4519,,0.001,,0,20002,1,,1,0,20002,1599.99997,21601.99997,,0.014657,,1,,21601.99997,21601.99997,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_23,1599.99997,0.01139,,1580,,4519,,0.001,,0,20002,1,,1,0,20002,1599.99997,21601.99997,,0.01239,,1,,21601.99997,21601.99997,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_25,1609.999961,0.011897,,701,,1680,,0,,0,20001,1,,0,1,20001,1609.999961,21610.99996,,0.011897,,1,,21610.99996,21610.99996,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0.002,1,0.002
10_30,1520.000038,0.015672,,880,,2285,,0,,0,20002,1,,1,0,20002,1520.000038,21522.00004,,0.015672,,1,,21522.00004,21522.00004,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_28,1520.000008,0.009499,,601,,1415,,0,,0,20001,1,,1,0,20001,1520.000008,21521.00001,,0.009499,,1,,21521.00001,21521.00001,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
10_29,1599.99997,0.017312,,1166,,3178,,0,,0,20002,0,,0,0,20002,1599.99997,21601.99997,,0.068141,,1,,21601.99997,21601.99997,1,1,1,0,0,0,0,,0.050829,,1,0,,0.050829,,3,0,11,0,3,0,11,0,0.001,1,0.001
15_1,2239.999905,0.012777,0.014534867,17734,13594.76667,66947,49642.56667,0.019,0.0133,0.003,20003,1,24,1,0,20003,2239.999905,22242.99991,28300.61097,0.034777,0.071103867,1,1.033333333,22242.99991,22242.99991,1,1,1,0,0,0,0.003,0.0024,0,0.040869,0,0.003,0.0023,0,0.0349931,0,0,0,0,0,0,0,0,0,0,0
15_2,2453.333127,0.020531,,12974,,46647,,0.014,,0.002,20003,1,,0,1,20003,2453.333127,22456.33313,,0.036531,,1,,22456.33313,22456.33313,1,1,1,0,0,0,0.002,,0,,0,0.002,,0,,0,0,0,0,0,0,0,0,0.018,1,0.018
15_3,2280.000022,0.013068,,13755,,49799,,0.013,,0.002,20003,0,,0,0,20003,2279.999923,22282.99992,,0.134978,,1,,22282.99992,22283.00002,1,1,1,0,0,0,0.002,,0.10691,,1,0.002,,0.10691,,6,0,6,0,6,0,6,0,0.012,1,0.012
15_7,2373.333099,0.017188,,12974,,46647,,0.012,,0.002,20003,1,,1,0,20003,2373.333099,22376.3331,,0.031188,,1,,22376.3331,22376.3331,1,1,1,0,0,0,0.002,,0,,0,0.002,,0,,0,0,0,0,0,0,0,0,0,0,0
15_6,2226.666373,0.023864,,18080,,68593,,0.02,,0.004,30002,1,,1,0,30002,2226.666373,32228.66637,,0.047864,,1,,32228.66637,32228.66637,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0,0,0
15_5,2279.999807,0.018869,,17910,,67786,,0.018,,0.003,30002,1,,0,1,30002,2279.999807,32281.99981,,0.039869,,1,,32281.99981,32281.99981,1,1,1,0,0,0,0.003,,0,,0,0.003,,0,,0,0,0,0,0,0,0,0,0.007,1,0.007
15_4,2306.666443,0.015552,,8830,,29097,,0.007,,0.001,30001,1,,1,0,30001,2306.666443,32307.66644,,0.023552,,1,,32307.66644,32307.66644,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_9,2186.666638,0.011347,,16239,,60471,,0.016,,0.002,30002,1,,1,0,30002,2186.666638,32188.66664,,0.029347,,1,,32188.66664,32188.66664,1,1,1,0,0,0,0.002,,0,,0,0.002,,0,,0,0,0,0,0,0,0,0,0,0,0
15_8,2319.999933,0.012479,,15992,,59707,,0.016,,0.003,30002,1,,1,0,30002,2319.999933,32321.99993,,0.031479,,1,,32321.99993,32321.99993,1,1,1,0,0,0,0.003,,0,,0,0.003,,0,,0,0,0,0,0,0,0,0,0,0,0
15_10,2226.666451,0.012353,,18080,,68593,,0.02,,0.004,30002,0,,0,0,30002,2226.666451,32228.66645,,0.221123,,1,,32228.66645,32228.66645,1,1,1,0,0,0,0.004,,0.18477,,1,0.004,,0.18477,,3,1,3,1,3,1,3,1,0.031,3,0.010333
15_11,2193.333247,0.011167,,15583,,57407,,0.016,,0.003,20003,1,,1,0,20003,2193.333247,22196.33325,,0.030167,,1,,22196.33325,22196.33325,1,1,1,0,0,0,0.003,,0,,0,0.003,,0,,0,0,0,0,0,0,0,0,0,0,0
15_12,2266.666533,0.017984,,10916,,37423,,0.009,,0.001,20002,1,,0,1,20002,2266.666533,22268.66653,,0.027984,,1,,22268.66653,22268.66653,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0.007,1,0.007
15_13,2226.666373,0.011675,,3601,,9901,,0.002,,0,30001,1,,1,0,30001,2226.666373,32227.66637,,0.013675,,1,,32227.66637,32227.66637,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
15_15,2319.999933,0.017571,,18080,,68593,,0.019,,0.003,30002,0,,0,0,30002,2319.999933,32321.99993,,0.209791,,1,,32321.99993,32321.99993,1,1,1,0,0,0,0.003,,0.17022,,1,0.003,,0.17022,,23,1,17,0,23,1,17,0,0.007,1,0.007
15_14,2373.333162,0.011644,,7279,,23230,,0.005,,0.001,30001,0,,0,0,30001,2373.333162,32374.33316,,0.1589,,1,,32374.33316,32374.33316,1,1,1,0,0,0,0.001,,0.141256,,1,0.001,,0.141256,,13,2,0,0,13,2,0,0,0.007,1,0.007
15_16,2459.999928,0.012908,,4433,,12986,,0.003,,0,30002,1,,1,0,30002,2459.999928,32461.99993,,0.015908,,1,,32461.99993,32461.99993,1,1,1,0,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
15_18,2426.666433,0.012607,,7719,,24731,,0.006,,0.001,40001,0,,0,0,40001,2426.666433,42427.66643,,0.37716,,2,,42427.66643,42427.66643,1,1,1,0,0,0,0.006,,0.352553,,2,0.003,,0.176276,,42,0,19,3,21,0,9,1,0.066,6,0.011
15_17,2226.666373,0.012154,,17880,,67640,,0.019,,0.003,20003,1,,1,0,20003,2226.666373,22229.66637,,0.034154,,1,,22229.66637,22229.66637,1,1,1,0,0,0,0.003,,0,,0,0.003,,0,,0,0,0,0,0,0,0,0,0,0,0
15_20,2400.000149,0.011856,,9820,,33048,,0.008,,0.001,30001,1,,1,0,30001,2400.000149,32401.00015,,0.020856,,1,,32401.00015,32401.00015,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_21,2186.666638,0.012555,,9895,,33338,,0.008,,0.001,30001,1,,1,0,30001,2186.666638,32187.66664,,0.021555,,1,,32187.66664,32187.66664,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_19,2273.333168,0.012694,,12974,,46647,,0.012,,0.002,20003,0,,0,0,20003,2273.333168,22276.33317,,0.297055,,1,,22276.33317,22276.33317,1,1,1,0,0,0,0.002,,0.270361,,1,0.002,,0.270361,,42,0,14,0,42,0,14,0,0.026,2,0.013
15_26,2239.999998,0.01227,,7324,,23264,,0.005,,0.001,30001,1,,1,0,30001,2239.999998,32241,,0.01827,,1,,32241,32241,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_27,2253.333223,0.012612,,10153,,34218,,0.008,,0.001,30001,1,,1,0,30001,2253.333223,32254.33322,,0.021612,,1,,32254.33322,32254.33322,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_30,2173.333186,0.018645,,20466,,79373,,0.022,,0.004,20003,1,,1,0,20003,2173.333186,22176.33319,,0.044645,,1,,22176.33319,22176.33319,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0,0,0
15_28,2453.333127,0.024639,,20466,,79373,,0.022,,0.004,20003,1,,1,0,20003,2453.333127,22456.33313,,0.050639,,1,,22456.33313,22456.33313,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0,0,0
15_23,2173.333186,0.011286,,19255,,73587,,0.02,,0.004,20003,1,,1,0,20003,2173.333186,22176.33319,,0.035286,,1,,22176.33319,22176.33319,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0,0,0
15_22,2239.999998,0.016393,,15992,,59707,,0.017,,0.003,30002,1,,1,0,30002,2239.999998,32242,,0.036393,,1,,32242,32242,1,1,1,0,0,0,0.003,,0,,0,0.003,,0,,0,0,0,0,0,0,0,0,0,0,0
15_24,2499.999559,0.012633,,15756,,58559,,0.016,,0.003,20003,1,,1,0,20003,2499.999559,22502.99956,,0.031633,,1,,22502.99956,22502.99956,1,1,1,0,0,0,0.003,,0,,0,0.003,,0,,0,0,0,0,0,0,0,0,0,0,0
15_25,2246.666622,0.012135,,8428,,28378,,0.007,,0.001,30003,1,,1,0,30003,2246.666622,32249.66662,,0.020135,,1,,32249.66662,32249.66662,1,1,1,0,0,0,0.001,,0,,0,0.001,,0,,0,0,0,0,0,0,0,0,0,0,0
15_29,2426.666433,0.01259,,19255,,73587,,0.02,,0.004,20003,1,,1,0,20003,2426.666433,22429.66643,,0.03659,,1,,22429.66643,22429.66643,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0,0,0
20_1,3100.000036,0.020115,0.0194578,83633,61471.16667,350970,247701.2333,0.106,0.0745,0.029,30002,1,21,1,0,30002,3100.000036,33102.00004,38084.26658,0.155115,0.801094767,1,1.166666667,33102.00004,33102.00004,1,1,1,0,0,0,0.029,0.191966667,0,0.5151703,0,0.029,0.049077767,0,0.316652067,0,0,0,0,0,0,0,0,0,0,0
20_2,2980.000073,0.020747,,46228,,178108,,0.052,,0.016,30002,0,,0,0,30002,2980.000073,32982.00007,,1.312844,,1,,32982.00007,32982.00007,1,1,1,0,0,0,0.016,,1.224097,,1,0.016,,1.224097,,96,2,41,7,96,2,41,7,0.341,8,0.042625
20_3,3020.000046,0.020979,,90595,,382986,,0.119,,0.035,30002,1,,1,0,30002,3020.000046,33022.00005,,0.174979,,1,,33022.00005,33022.00005,1,1,1,0,0,0,0.035,,0,,0,0.035,,0,,0,0,0,0,0,0,0,0,0,0,0
20_4,3260.000038,0.019823,,80224,,331934,,0.101,,0.03,30002,1,,1,0,30002,3260.000038,33262.00004,,0.150823,,1,,33262.00004,33262.00004,1,1,1,0,0,0,0.03,,0,,0,0.03,,0,,0,0,0,0,0,0,0,0,0,0,0
20_5,2999.999827,0.02272,,47596,,184608,,0.053,,0.017,30002,0,,0,0,30002,2999.999827,33001.99983,,2.017044,,1,,33001.99983,33001.99983,1,1,1,0,0,0,0.017,,1.924324,,1,0.017,,1.924324,,56,2,28,21,56,2,28,21,1.164,22,0.052909
20_6,3039.99981,0.018025,,74932,,310486,,0.094,,0.026,40001,1,,1,0,40001,3039.99981,43040.99981,,0.138025,,1,,43040.99981,43040.99981,1,1,1,0,0,0,0.026,,0,,0,0.026,,0,,0,0,0,0,0,0,0,0,0,0,0
20_7,3019.999829,0.02044,,89856,,380434,,0.117,,0.029,30002,0,,0,0,30002,3019.999829,33021.99983,,0.562292,,1,,33021.99983,33021.99983,1,1,1,0,0,0,0.029,,0.395852,,1,0.029,,0.395852,,30,0,35,0,30,0,35,0,0.045,2,0.0225
20_8,2959.999946,0.025823,,52929,,206998,,0.062,,0.016,40001,0,,0,0,40001,2959.999946,42960.99995,,3.009066,,1,,42960.99995,42960.99995,1,1,1,0,0,0,0.016,,2.905243,,1,0.016,,2.905243,,46,1,111,30,46,1,111,30,1.976,32,0.06175
20_10,3019.999963,0.02243,,74932,,310486,,0.093,,0.024,40001,1,,1,0,40001,3019.999963,43020.99996,,0.13943,,1,,43020.99996,43020.99996,1,1,1,0,0,0,0.024,,0,,0,0.024,,0,,0,0,0,0,0,0,0,0,0,0,0
20_9,3079.999599,0.019035,,61404,,247492,,0.073,,0.021,40002,1,,1,0,40002,3079.999599,43081.9996,,0.113035,,1,,43081.9996,43081.9996,1,1,1,0,0,0,0.021,,0,,0,0.021,,0,,0,0,0,0,0,0,0,0,0,0,0
20_11,3000,0.012625,,53011,,210968,,0.063,,0.018,30003,0,,0,0,30003,3000,33003,,0.362484,,1,,33003,33003,1,1,1,0,0,0,0.018,,0.268859,,1,0.018,,0.268859,,1,1,10,1,1,1,10,1,0.067,2,0.0335
20_13,3220.000142,0.018103,,71294,,290918,,0.086,,0.024,30002,1,,0,1,30002,3220.000142,33222.00014,,0.128103,,1,,33222.00014,33222.00014,1,1,1,0,0,0,0.024,,0,,0,0.024,,0,,0,0,0,0,0,0,0,0,0.019,1,0.019
20_12,3119.999826,0.018132,,74442,,308288,,0.095,,0.023,40001,0,,0,0,40001,3119.999805,43120.99981,,0.700944,,1,,43120.99981,43120.99983,1,1,1,0,0,0,0.023,,0.564812,,1,0.023,,0.564812,,40,2,4,0,40,2,4,0,0.038,1,0.038
20_14,3000,0.013085,,46025,,172267,,0.051,,0.016,40001,1,,1,0,40001,3000,43001,,0.080085,,1,,43001,43001,1,1,1,0,0,0,0.016,,0,,0,0.016,,0,,0,0,0,0,0,0,0,0,0,0,0
20_15,3000,0.012767,,69051,,281019,,0.084,,0.021,40001,1,,1,0,40001,3000,43001,,0.117767,,1,,43001,43001,1,1,1,0,0,0,0.021,,0,,0,0.021,,0,,0,0,0,0,0,0,0,0,0,0,0
20_16,3059.999728,0.02117,,60918,,248152,,0.073,,0.021,30003,0,,0,0,30003,3059.999728,33062.99973,,0.56826,,1,,33062.99973,33062.99973,1,1,1,0,0,0,0.021,,0.45309,,1,0.021,,0.45309,,12,0,27,0,12,0,27,0,0.033,1,0.033
20_18,3220.000142,0.025116,,58460,,233173,,0.071,,0.019,30002,1,,1,0,30002,3220.000142,33222.00014,,0.115116,,1,,33222.00014,33222.00014,1,1,1,0,0,0,0.019,,0,,0,0.019,,0,,0,0,0,0,0,0,0,0,0,0,0
20_17,3039.999616,0.016978,,40102,,148245,,0.043,,0.013,30001,0,,0,0,30002,3039.999616,33041.99962,,12.350634,,6,,33041.99962,33041.99962,1,1,1,0,0,0,5.144,,7.146656,,6,0.857333,,1.191109,,2725,11,324,17,454,1,54,2,1.954,27,0.07237
20_22,3239.999795,0.019378,,44294,,164268,,0.048,,0.013,40001,1,,1,0,40001,3239.999795,43240.9998,,0.080378,,1,,43240.9998,43240.9998,1,1,1,0,0,0,0.013,,0,,0,0.013,,0,,0,0,0,0,0,0,0,0,0,0,0
20_20,3119.999665,0.016313,,73248,,300470,,0.09,,0.024,30002,1,,0,1,30002,3119.999665,33121.99967,,0.130313,,1,,33121.99967,33121.99967,1,1,1,0,0,0,0.024,,0,,0,0.024,,0,,0,0,0,0,0,0,0,0,0.031,1,0.031
20_21,2959.999946,0.020497,,22292,,75915,,0.021,,0.004,30002,1,,1,0,30002,2959.999946,32961.99995,,0.045497,,1,,32961.99995,32961.99995,1,1,1,0,0,0,0.004,,0,,0,0.004,,0,,0,0,0,0,0,0,0,0,0,0,0
20_19,3000,0.019658,,79641,,329546,,0.105,,0.031,40001,1,,1,0,40001,3000,43001,,0.155658,,1,,43001,43001,1,1,1,0,0,0,0.031,,0,,0,0.031,,0,,0,0,0,0,0,0,0,0,0,0,0
20_23,3119.999802,0.01856,,37977,,138216,,0.04,,0.014,40001,1,,0,1,40001,3119.999802,43120.9998,,0.07256,,1,,43120.9998,43120.9998,1,1,1,0,0,0,0.014,,0,,0,0.014,,0,,0,0,0,0,0,0,0,0,0.031,1,0.031
20_26,3200.000018,0.018928,,74431,,305633,,0.094,,0.023,40001,1,,0,1,40001,3200.000018,43201.00002,,0.135928,,1,,43201.00002,43201.00002,1,1,1,0,0,0,0.023,,0,,0,0.023,,0,,0,0,0,0,0,0,0,0,0.02,1,0.02
20_25,3260.000038,0.01992,,69726,,283956,,0.085,,0.025,30002,1,,1,0,30002,3260.000038,33262.00004,,0.12992,,1,,33262.00004,33262.00004,1,1,1,0,0,0,0.025,,0,,0,0.025,,0,,0,0,0,0,0,0,0,0,0,0,0
20_24,3039.999872,0.017885,,44773,,166253,,0.048,,0.013,40001,1,,0,1,40001,3039.999872,43040.99987,,0.078885,,1,,43040.99987,43040.99987,1,1,1,0,0,0,0.013,,0,,0,0.013,,0,,0,0,0,0,0,0,0,0,0.019,1,0.019
20_29,3260.000038,0.019236,,45993,,177657,,0.05,,0.015,40001,1,,1,0,40001,3260.000038,43261.00004,,0.084236,,1,,43261.00004,43261.00004,1,1,1,0,0,0,0.015,,0,,0,0.015,,0,,0,0,0,0,0,0,0,0,0,0,0
20_28,2980.000073,0.021778,,25579,,87853,,0.025,,0.006,40001,1,,1,0,40001,2980.000073,42981.00007,,0.052778,,1,,42981.00007,42981.00007,1,1,1,0,0,0,0.006,,0,,0,0.006,,0,,0,0,0,0,0,0,0,0,0,0,0
20_27,3099.999744,0.022904,,98251,,419522,,0.132,,0.031,40001,1,,0,1,40001,3099.999744,43100.99974,,0.185904,,1,,43100.99974,43100.99974,1,1,1,0,0,0,0.031,,0,,0,0.031,,0,,0,0,0,0,0,0,0,0,0.031,1,0.031
20_30,3059.999853,0.020564,,52298,,204216,,0.061,,0.031,30002,0,,0,0,30002,3059.999853,33061.99985,,0.68474,,1,,33061.99985,33061.99985,1,1,1,0,0,0,0.031,,0.572176,,1,0.031,,0.572176,,142,3,33,0,142,3,33,0,0.033,1,0.033
25_6,3855.99975,0.018341,0.021149333,268161,264762.3667,1181905,1172770.067,0.4,0.404,0.098,40001,1,27,1,0,40001,3855.99975,43856.99975,48882.69977,0.516341,4.456355033,1,1.7,43856.99975,43856.99975,1,1,1,0,0,0,0.098,1.637066667,0,2.394139033,0,0.098,0.19464,0,0.272121567,0,0,0,0,0,0,0,0,0,0,0
25_1,3807.999772,0.017742,,264333,,1169963,,0.389,,0.097,40002,1,,1,0,40002,3807.999772,43809.99977,,0.503742,,1,,43809.99977,43809.99977,1,1,1,0,0,0,0.097,,0,,0,0.097,,0,,0,0,0,0,0,0,0,0,0,0,0
25_2,3807.999772,0.018919,,378367,,1726109,,0.61,,0.129,50001,0,,0,0,50001,3807.999772,53808.99977,,1.813161,,1,,53808.99977,53808.99977,1,1,1,0,0,0,0.129,,1.055242,,1,0.129,,1.055242,,38,2,9,0,38,2,9,0,0.067,1,0.067
25_5,3823.999849,0.015895,,362990,,1649585,,0.581,,0.127,50001,1,,1,0,50001,3823.999849,53824.99985,,0.723895,,1,,53824.99985,53824.99985,1,1,1,0,0,0,0.127,,0,,0,0.127,,0,,0,0,0,0,0,0,0,0,0,0,0
25_4,4000.000054,0.01799,,159930,,667384,,0.218,,0.064,40003,0,,0,0,40003,4000.000054,44003.00005,,0.97592,,1,,44003.00005,44003.00005,1,1,1,0,0,0,0.064,,0.67593,,1,0.064,,0.67593,,12,0,6,0,12,0,6,0,0.068,1,0.068
25_3,4083.999228,0.027045,,289341,,1286943,,0.441,,0.13,50001,1,,1,0,50001,4083.999228,54084.99923,,0.598045,,1,,54084.99923,54084.99923,1,1,1,0,0,0,0.13,,0,,0,0.13,,0,,0,0,0,0,0,0,0,0,0,0,0
25_7,3815.99969,0.017767,,165397,,693242,,0.224,,0.062,50001,0,,0,0,50002,3815.99967,53817.99967,,108.262488,,20,,53817.99967,53817.99969,1,1,1,0,0,0,44.434,,63.586721,,20,2.2217,,3.179336,,21702,58,2004,277,1085,2,100,13,27.69,303,0.091386
